name;title;vision;weapon;gender;nation;affiliation;description;constellation;rarity;card;constellation-1;constellation-2;constellation-3;constellation-4;constellation-5;constellation-6;gacha-card;gacha-splash;icon;icon-big;icon-side;portrait;talent-burst;talent-na;talent-passive-0;talent-passive-1;talent-passive-2;talent-skill
Faruzan;Enigmatic Machinist;Anemo;Bow;Female;Sumeru;Haravatat;A researcher from 'one hundred years ago'. She enjoys self-identifying as everyone's senior, and has significant knowledge of ancient scripts and machines of all kinds.;https://genshin.jmp.blue/characters/faruzan/constellation;4;https://genshin.jmp.blue/characters/faruzan/card;https://genshin.jmp.blue/characters/faruzan/constellation-1;https://genshin.jmp.blue/characters/faruzan/constellation-2;https://genshin.jmp.blue/characters/faruzan/constellation-3;https://genshin.jmp.blue/characters/faruzan/constellation-4;https://genshin.jmp.blue/characters/faruzan/constellation-5;https://genshin.jmp.blue/characters/faruzan/constellation-6;https://genshin.jmp.blue/characters/faruzan/gacha-card;https://genshin.jmp.blue/characters/faruzan/gacha-splash;https://genshin.jmp.blue/characters/faruzan/icon;https://genshin.jmp.blue/characters/faruzan/icon-big;https://genshin.jmp.blue/characters/faruzan/icon-side;https://genshin.jmp.blue/characters/faruzan/portrait;https://genshin.jmp.blue/characters/faruzan/talent-burst;https://genshin.jmp.blue/characters/faruzan/talent-na;https://genshin.jmp.blue/characters/faruzan/talent-passive-0;https://genshin.jmp.blue/characters/faruzan/talent-passive-1;https://genshin.jmp.blue/characters/faruzan/talent-passive-2;https://genshin.jmp.blue/characters/faruzan/talent-skill
Fischl;Prinzessin der Verurteilung!;Electro;Bow;Female;Mondstadt;Adventurers' Guild;A mysterious girl who calls herself "Prinzessin der Verurteilung" and travels with a night raven named Oz.;https://genshin.jmp.blue/characters/fischl/constellation;4;https://genshin.jmp.blue/characters/fischl/card;https://genshin.jmp.blue/characters/fischl/constellation-1;https://genshin.jmp.blue/characters/fischl/constellation-2;https://genshin.jmp.blue/characters/fischl/constellation-3;https://genshin.jmp.blue/characters/fischl/constellation-4;https://genshin.jmp.blue/characters/fischl/constellation-5;https://genshin.jmp.blue/characters/fischl/constellation-6;https://genshin.jmp.blue/characters/fischl/gacha-card;https://genshin.jmp.blue/characters/fischl/gacha-splash;https://genshin.jmp.blue/characters/fischl/icon;https://genshin.jmp.blue/characters/fischl/icon-big;https://genshin.jmp.blue/characters/fischl/icon-side;https://genshin.jmp.blue/characters/fischl/portrait;https://genshin.jmp.blue/characters/fischl/talent-burst;https://genshin.jmp.blue/characters/fischl/talent-na;https://genshin.jmp.blue/characters/fischl/talent-passive-0;https://genshin.jmp.blue/characters/fischl/talent-passive-1;https://genshin.jmp.blue/characters/fischl/talent-passive-2;https://genshin.jmp.blue/characters/fischl/talent-skill
Freminet;Yearning for Unseen Depths;Cryo;Claymore;Male;Fontaine;Hotel Bouffes d'ete;A reserved young man who is well-versed in diving. Beneath his distant, icy demeanor lies a pure heart bereft of all flaws.;https://genshin.jmp.blue/characters/freminet/constellation;4;https://genshin.jmp.blue/characters/freminet/card;https://genshin.jmp.blue/characters/freminet/constellation-1;https://genshin.jmp.blue/characters/freminet/constellation-2;https://genshin.jmp.blue/characters/freminet/constellation-3;https://genshin.jmp.blue/characters/freminet/constellation-4;https://genshin.jmp.blue/characters/freminet/constellation-5;https://genshin.jmp.blue/characters/freminet/constellation-6;https://genshin.jmp.blue/characters/freminet/gacha-card;https://genshin.jmp.blue/characters/freminet/gacha-splash;https://genshin.jmp.blue/characters/freminet/icon;https://genshin.jmp.blue/characters/freminet/icon-big;https://genshin.jmp.blue/characters/freminet/icon-side;https://genshin.jmp.blue/characters/freminet/portrait;https://genshin.jmp.blue/characters/freminet/talent-burst;https://genshin.jmp.blue/characters/freminet/talent-na;https://genshin.jmp.blue/characters/freminet/talent-passive-0;https://genshin.jmp.blue/characters/freminet/talent-passive-1;https://genshin.jmp.blue/characters/freminet/talent-passive-2;https://genshin.jmp.blue/characters/freminet/talent-skill
Furina;Endless Solo of Solitude;Hydro;Sword;Female;Fontaine;Court of Fontaine;The absolute focus of the stage of judgment, until the final applause sounds.;https://genshin.jmp.blue/characters/furina/constellation;5;https://genshin.jmp.blue/characters/furina/card;https://genshin.jmp.blue/characters/furina/constellation-1;https://genshin.jmp.blue/characters/furina/constellation-2;https://genshin.jmp.blue/characters/furina/constellation-3;https://genshin.jmp.blue/characters/furina/constellation-4;https://genshin.jmp.blue/characters/furina/constellation-5;https://genshin.jmp.blue/characters/furina/constellation-6;https://genshin.jmp.blue/characters/furina/gacha-card;https://genshin.jmp.blue/characters/furina/gacha-splash;https://genshin.jmp.blue/characters/furina/icon;https://genshin.jmp.blue/characters/furina/icon-big;https://genshin.jmp.blue/characters/furina/icon-side;https://genshin.jmp.blue/characters/furina/portrait;https://genshin.jmp.blue/characters/furina/talent-burst;https://genshin.jmp.blue/characters/furina/talent-na;https://genshin.jmp.blue/characters/furina/talent-passive-0;https://genshin.jmp.blue/characters/furina/talent-passive-1;https://genshin.jmp.blue/characters/furina/talent-passive-2;https://genshin.jmp.blue/characters/furina/talent-skill
Gaming;Leonine Vanguard;Pyro;Claymore;Male;Liyue;Sword and Strongbox Secure Transport Agency;Guard of the Sword and Strongbox Secure Transport Agency, and the head of the "Mighty Mythical Beasts" Wushou troupe.;https://genshin.jmp.blue/characters/gaming/constellation;4;https://genshin.jmp.blue/characters/gaming/card;https://genshin.jmp.blue/characters/gaming/constellation-1;https://genshin.jmp.blue/characters/gaming/constellation-2;https://genshin.jmp.blue/characters/gaming/constellation-3;https://genshin.jmp.blue/characters/gaming/constellation-4;https://genshin.jmp.blue/characters/gaming/constellation-5;https://genshin.jmp.blue/characters/gaming/constellation-6;https://genshin.jmp.blue/characters/gaming/gacha-card;https://genshin.jmp.blue/characters/gaming/gacha-splash;https://genshin.jmp.blue/characters/gaming/icon;https://genshin.jmp.blue/characters/gaming/icon-big;https://genshin.jmp.blue/characters/gaming/icon-side;https://genshin.jmp.blue/characters/gaming/portrait;https://genshin.jmp.blue/characters/gaming/talent-burst;https://genshin.jmp.blue/characters/gaming/talent-na;https://genshin.jmp.blue/characters/gaming/talent-passive-0;https://genshin.jmp.blue/characters/gaming/talent-passive-1;https://genshin.jmp.blue/characters/gaming/talent-passive-2;https://genshin.jmp.blue/characters/gaming/talent-skill
Ganyu;Plenilune Gaze;Cryo;Bow;Female;Liyue;Yuehai Pavilion;The secretary at Yuehai Pavilion. The blood of the qilin, an illuminated beast, flows within her veins.;https://genshin.jmp.blue/characters/ganyu/constellation;5;https://genshin.jmp.blue/characters/ganyu/card;https://genshin.jmp.blue/characters/ganyu/constellation-1;https://genshin.jmp.blue/characters/ganyu/constellation-2;https://genshin.jmp.blue/characters/ganyu/constellation-3;https://genshin.jmp.blue/characters/ganyu/constellation-4;https://genshin.jmp.blue/characters/ganyu/constellation-5;https://genshin.jmp.blue/characters/ganyu/constellation-6;https://genshin.jmp.blue/characters/ganyu/gacha-card;https://genshin.jmp.blue/characters/ganyu/gacha-splash;https://genshin.jmp.blue/characters/ganyu/icon;https://genshin.jmp.blue/characters/ganyu/icon-big;https://genshin.jmp.blue/characters/ganyu/icon-side;https://genshin.jmp.blue/characters/ganyu/portrait;https://genshin.jmp.blue/characters/ganyu/talent-burst;https://genshin.jmp.blue/characters/ganyu/talent-na;https://genshin.jmp.blue/characters/ganyu/talent-passive-0;https://genshin.jmp.blue/characters/ganyu/talent-passive-1;https://genshin.jmp.blue/characters/ganyu/talent-passive-2;https://genshin.jmp.blue/characters/ganyu/talent-skill
Gorou;Canine Warrior;Geo;Bow;Male;Inazuma;Watatsumi Island;The great general of Watatsumi Island's forces. He is deeply trusted by his subordinates.;https://genshin.jmp.blue/characters/gorou/constellation;4;https://genshin.jmp.blue/characters/gorou/card;https://genshin.jmp.blue/characters/gorou/constellation-1;https://genshin.jmp.blue/characters/gorou/constellation-2;https://genshin.jmp.blue/characters/gorou/constellation-3;https://genshin.jmp.blue/characters/gorou/constellation-4;https://genshin.jmp.blue/characters/gorou/constellation-5;https://genshin.jmp.blue/characters/gorou/constellation-6;https://genshin.jmp.blue/characters/gorou/gacha-card;https://genshin.jmp.blue/characters/gorou/gacha-splash;https://genshin.jmp.blue/characters/gorou/icon;https://genshin.jmp.blue/characters/gorou/icon-big;https://genshin.jmp.blue/characters/gorou/icon-side;https://genshin.jmp.blue/characters/gorou/portrait;https://genshin.jmp.blue/characters/gorou/talent-burst;https://genshin.jmp.blue/characters/gorou/talent-na;https://genshin.jmp.blue/characters/gorou/talent-passive-0;https://genshin.jmp.blue/characters/gorou/talent-passive-1;https://genshin.jmp.blue/characters/gorou/talent-passive-2;https://genshin.jmp.blue/characters/gorou/talent-skill
Hu Tao;Fragrance in Thaw;Pyro;Polearm;Female;Liyue;Wangsheng Funeral Parlor;The 77th Director of the Wangsheng Funeral Parlor. She took over the business at a rather young age.;https://genshin.jmp.blue/characters/hu-tao/constellation;5;https://genshin.jmp.blue/characters/hu-tao/card;https://genshin.jmp.blue/characters/hu-tao/constellation-1;https://genshin.jmp.blue/characters/hu-tao/constellation-2;https://genshin.jmp.blue/characters/hu-tao/constellation-3;https://genshin.jmp.blue/characters/hu-tao/constellation-4;https://genshin.jmp.blue/characters/hu-tao/constellation-5;https://genshin.jmp.blue/characters/hu-tao/constellation-6;https://genshin.jmp.blue/characters/hu-tao/gacha-card;https://genshin.jmp.blue/characters/hu-tao/gacha-splash;https://genshin.jmp.blue/characters/hu-tao/icon;https://genshin.jmp.blue/characters/hu-tao/icon-big;https://genshin.jmp.blue/characters/hu-tao/icon-side;https://genshin.jmp.blue/characters/hu-tao/portrait;https://genshin.jmp.blue/characters/hu-tao/talent-burst;https://genshin.jmp.blue/characters/hu-tao/talent-na;https://genshin.jmp.blue/characters/hu-tao/talent-passive-0;https://genshin.jmp.blue/characters/hu-tao/talent-passive-1;https://genshin.jmp.blue/characters/hu-tao/talent-passive-2;https://genshin.jmp.blue/characters/hu-tao/talent-skill
Jean;Dandelion Knight;Anemo;Sword;Female;Mondstadt;Knights of Favonius;The righteous and rigorous Dandelion Knight, and Acting Grand Master of Mondstadt's Knights of Favonius;https://genshin.jmp.blue/characters/jean/constellation;5;https://genshin.jmp.blue/characters/jean/card;https://genshin.jmp.blue/characters/jean/constellation-1;https://genshin.jmp.blue/characters/jean/constellation-2;https://genshin.jmp.blue/characters/jean/constellation-3;https://genshin.jmp.blue/characters/jean/constellation-4;https://genshin.jmp.blue/characters/jean/constellation-5;https://genshin.jmp.blue/characters/jean/constellation-6;https://genshin.jmp.blue/characters/jean/gacha-card;https://genshin.jmp.blue/characters/jean/gacha-splash;https://genshin.jmp.blue/characters/jean/icon;https://genshin.jmp.blue/characters/jean/icon-big;https://genshin.jmp.blue/characters/jean/icon-side;https://genshin.jmp.blue/characters/jean/portrait;https://genshin.jmp.blue/characters/jean/talent-burst;https://genshin.jmp.blue/characters/jean/talent-na;https://genshin.jmp.blue/characters/jean/talent-passive-0;https://genshin.jmp.blue/characters/jean/talent-passive-1;https://genshin.jmp.blue/characters/jean/talent-passive-2;https://genshin.jmp.blue/characters/jean/talent-skill
Kaeya;Frostwind Swordsman;Cryo;Sword;Male;Mondstadt;Knights of Favonius;An accomplished swordsman and a strategic thinker in the Knights of Favonius, rumored to hail from beyond Mondstadt.;https://genshin.jmp.blue/characters/kaeya/constellation;4;https://genshin.jmp.blue/characters/kaeya/card;https://genshin.jmp.blue/characters/kaeya/constellation-1;https://genshin.jmp.blue/characters/kaeya/constellation-2;https://genshin.jmp.blue/characters/kaeya/constellation-3;https://genshin.jmp.blue/characters/kaeya/constellation-4;https://genshin.jmp.blue/characters/kaeya/constellation-5;https://genshin.jmp.blue/characters/kaeya/constellation-6;https://genshin.jmp.blue/characters/kaeya/gacha-card;https://genshin.jmp.blue/characters/kaeya/gacha-splash;https://genshin.jmp.blue/characters/kaeya/icon;https://genshin.jmp.blue/characters/kaeya/icon-big;https://genshin.jmp.blue/characters/kaeya/icon-side;https://genshin.jmp.blue/characters/kaeya/portrait;https://genshin.jmp.blue/characters/kaeya/talent-burst;https://genshin.jmp.blue/characters/kaeya/talent-na;https://genshin.jmp.blue/characters/kaeya/talent-passive-0;https://genshin.jmp.blue/characters/kaeya/talent-passive-1;https://genshin.jmp.blue/characters/kaeya/talent-passive-2;https://genshin.jmp.blue/characters/kaeya/talent-skill
Kaveh;Empyrean Reflection;Dendro;Claymore;Male;Sumeru;Independent Design Studio;A renowned architect from Sumeru who perhaps cares a bit too much about too many things. He is an aesthete troubled by reality.;https://genshin.jmp.blue/characters/kaveh/constellation;4;https://genshin.jmp.blue/characters/kaveh/card;https://genshin.jmp.blue/characters/kaveh/constellation-1;https://genshin.jmp.blue/characters/kaveh/constellation-2;https://genshin.jmp.blue/characters/kaveh/constellation-3;https://genshin.jmp.blue/characters/kaveh/constellation-4;https://genshin.jmp.blue/characters/kaveh/constellation-5;https://genshin.jmp.blue/characters/kaveh/constellation-6;https://genshin.jmp.blue/characters/kaveh/gacha-card;https://genshin.jmp.blue/characters/kaveh/gacha-splash;https://genshin.jmp.blue/characters/kaveh/icon;https://genshin.jmp.blue/characters/kaveh/icon-big;https://genshin.jmp.blue/characters/kaveh/icon-side;https://genshin.jmp.blue/characters/kaveh/portrait;https://genshin.jmp.blue/characters/kaveh/talent-burst;https://genshin.jmp.blue/characters/kaveh/talent-na;https://genshin.jmp.blue/characters/kaveh/talent-passive-0;https://genshin.jmp.blue/characters/kaveh/talent-passive-1;https://genshin.jmp.blue/characters/kaveh/talent-passive-2;https://genshin.jmp.blue/characters/kaveh/talent-skill
Kaedehara Kazuha;Scarlet Leaves Pursue Wild Waves;Anemo;Sword;Male;Inazuma;The Crux;If one's heart is empty, all under heaven is empty. But if one's heart is pure, all under heaven is pure.;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation;5;https://genshin.jmp.blue/characters/kaedehara-kazuha/card;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-1;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-2;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-3;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-4;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-5;https://genshin.jmp.blue/characters/kaedehara-kazuha/constellation-6;https://genshin.jmp.blue/characters/kaedehara-kazuha/gacha-card;https://genshin.jmp.blue/characters/kaedehara-kazuha/gacha-splash;https://genshin.jmp.blue/characters/kaedehara-kazuha/icon;https://genshin.jmp.blue/characters/kaedehara-kazuha/icon-big;https://genshin.jmp.blue/characters/kaedehara-kazuha/icon-side;https://genshin.jmp.blue/characters/kaedehara-kazuha/portrait;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-burst;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-na;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-passive-0;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-passive-1;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-passive-2;https://genshin.jmp.blue/characters/kaedehara-kazuha/talent-skill
Keqing;Driving Thunder;Electro;Sword;Female;Liyue;Liyue Qixing;The Yuheng of the Liyue Qixing. Has much to say about Rex Lapis' unilateral approach to policymaking in Liyue - but in truth, gods admire skeptics such as her quite a lot.;https://genshin.jmp.blue/characters/keqing/constellation;5;https://genshin.jmp.blue/characters/keqing/card;https://genshin.jmp.blue/characters/keqing/constellation-1;https://genshin.jmp.blue/characters/keqing/constellation-2;https://genshin.jmp.blue/characters/keqing/constellation-3;https://genshin.jmp.blue/characters/keqing/constellation-4;https://genshin.jmp.blue/characters/keqing/constellation-5;https://genshin.jmp.blue/characters/keqing/constellation-6;https://genshin.jmp.blue/characters/keqing/gacha-card;https://genshin.jmp.blue/characters/keqing/gacha-splash;https://genshin.jmp.blue/characters/keqing/icon;https://genshin.jmp.blue/characters/keqing/icon-big;https://genshin.jmp.blue/characters/keqing/icon-side;https://genshin.jmp.blue/characters/keqing/portrait;https://genshin.jmp.blue/characters/keqing/talent-burst;https://genshin.jmp.blue/characters/keqing/talent-na;https://genshin.jmp.blue/characters/keqing/talent-passive-0;https://genshin.jmp.blue/characters/keqing/talent-passive-1;https://genshin.jmp.blue/characters/keqing/talent-passive-2;https://genshin.jmp.blue/characters/keqing/talent-skill
Kirara;Cat Upon the Eaves;Dendro;Sword;Female;Inazuma;Komaniya Express;A courier for Komaniya Express, a delivery company in Inazuma. A nekomata who loves her job and human society.;https://genshin.jmp.blue/characters/kirara/constellation;4;https://genshin.jmp.blue/characters/kirara/card;https://genshin.jmp.blue/characters/kirara/constellation-1;https://genshin.jmp.blue/characters/kirara/constellation-2;https://genshin.jmp.blue/characters/kirara/constellation-3;https://genshin.jmp.blue/characters/kirara/constellation-4;https://genshin.jmp.blue/characters/kirara/constellation-5;https://genshin.jmp.blue/characters/kirara/constellation-6;https://genshin.jmp.blue/characters/kirara/gacha-card;https://genshin.jmp.blue/characters/kirara/gacha-splash;https://genshin.jmp.blue/characters/kirara/icon;https://genshin.jmp.blue/characters/kirara/icon-big;https://genshin.jmp.blue/characters/kirara/icon-side;https://genshin.jmp.blue/characters/kirara/portrait;https://genshin.jmp.blue/characters/kirara/talent-burst;https://genshin.jmp.blue/characters/kirara/talent-na;https://genshin.jmp.blue/characters/kirara/talent-passive-0;https://genshin.jmp.blue/characters/kirara/talent-passive-1;https://genshin.jmp.blue/characters/kirara/talent-passive-2;https://genshin.jmp.blue/characters/kirara/talent-skill
Klee;Fleeing Sunlight;Pyro;Catalyst;Female;Mondstadt;Knights of Favonius;An explosives expert and a regular at the Knights of Favonius' confinement room. Also known as Fleeing Sunlight.;https://genshin.jmp.blue/characters/klee/constellation;5;https://genshin.jmp.blue/characters/klee/card;https://genshin.jmp.blue/characters/klee/constellation-1;https://genshin.jmp.blue/characters/klee/constellation-2;https://genshin.jmp.blue/characters/klee/constellation-3;https://genshin.jmp.blue/characters/klee/constellation-4;https://genshin.jmp.blue/characters/klee/constellation-5;https://genshin.jmp.blue/characters/klee/constellation-6;https://genshin.jmp.blue/characters/klee/gacha-card;https://genshin.jmp.blue/characters/klee/gacha-splash;https://genshin.jmp.blue/characters/klee/icon;https://genshin.jmp.blue/characters/klee/icon-big;https://genshin.jmp.blue/characters/klee/icon-side;https://genshin.jmp.blue/characters/klee/portrait;https://genshin.jmp.blue/characters/klee/talent-burst;https://genshin.jmp.blue/characters/klee/talent-na;https://genshin.jmp.blue/characters/klee/talent-passive-0;https://genshin.jmp.blue/characters/klee/talent-passive-1;https://genshin.jmp.blue/characters/klee/talent-passive-2;https://genshin.jmp.blue/characters/klee/talent-skill
Sangonomiya Kokomi;Pearl of Wisdom;Hydro;Catalyst;Female;Inazuma;Watatsumi Island;The Divine Priestess of Watatsumi Island. All of the island's affairs are at this young lady's fingertips.;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation;5;https://genshin.jmp.blue/characters/sangonomiya-kokomi/card;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-1;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-2;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-3;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-4;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-5;https://genshin.jmp.blue/characters/sangonomiya-kokomi/constellation-6;https://genshin.jmp.blue/characters/sangonomiya-kokomi/gacha-card;https://genshin.jmp.blue/characters/sangonomiya-kokomi/gacha-splash;https://genshin.jmp.blue/characters/sangonomiya-kokomi/icon;https://genshin.jmp.blue/characters/sangonomiya-kokomi/icon-big;https://genshin.jmp.blue/characters/sangonomiya-kokomi/icon-side;https://genshin.jmp.blue/characters/sangonomiya-kokomi/portrait;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-burst;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-na;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-passive-0;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-passive-1;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-passive-2;https://genshin.jmp.blue/characters/sangonomiya-kokomi/talent-skill
Kuki Shinobu;Mender of Tribulations;Electro;Sword;Female;Inazuma;Arataki Gang;The capable and reliable deputy leader of the "Arataki Gang." Please note: capable and reliable are not appellations for the "Arataki Gang," but for their deputy leader in specific.;https://genshin.jmp.blue/characters/kuki-shinobu/constellation;4;https://genshin.jmp.blue/characters/kuki-shinobu/card;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-1;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-2;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-3;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-4;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-5;https://genshin.jmp.blue/characters/kuki-shinobu/constellation-6;https://genshin.jmp.blue/characters/kuki-shinobu/gacha-card;https://genshin.jmp.blue/characters/kuki-shinobu/gacha-splash;https://genshin.jmp.blue/characters/kuki-shinobu/icon;https://genshin.jmp.blue/characters/kuki-shinobu/icon-big;https://genshin.jmp.blue/characters/kuki-shinobu/icon-side;https://genshin.jmp.blue/characters/kuki-shinobu/portrait;https://genshin.jmp.blue/characters/kuki-shinobu/talent-burst;https://genshin.jmp.blue/characters/kuki-shinobu/talent-na;https://genshin.jmp.blue/characters/kuki-shinobu/talent-passive-0;https://genshin.jmp.blue/characters/kuki-shinobu/talent-passive-1;https://genshin.jmp.blue/characters/kuki-shinobu/talent-passive-2;https://genshin.jmp.blue/characters/kuki-shinobu/talent-skill
Layla;Fantastical Evening Star;Cryo;Sword;Female;Sumeru;Sumeru Akademiya;A Rtawahist student who specializes in Theoretical Astrology. Heavily prone to somnambulism and locked in a grinding war with sleep deprivation, the problem of restful slumber is a most troubling one to her.;https://genshin.jmp.blue/characters/layla/constellation;4;https://genshin.jmp.blue/characters/layla/card;https://genshin.jmp.blue/characters/layla/constellation-1;https://genshin.jmp.blue/characters/layla/constellation-2;https://genshin.jmp.blue/characters/layla/constellation-3;https://genshin.jmp.blue/characters/layla/constellation-4;https://genshin.jmp.blue/characters/layla/constellation-5;https://genshin.jmp.blue/characters/layla/constellation-6;https://genshin.jmp.blue/characters/layla/gacha-card;https://genshin.jmp.blue/characters/layla/gacha-splash;https://genshin.jmp.blue/characters/layla/icon;https://genshin.jmp.blue/characters/layla/icon-big;https://genshin.jmp.blue/characters/layla/icon-side;https://genshin.jmp.blue/characters/layla/portrait;https://genshin.jmp.blue/characters/layla/talent-burst;https://genshin.jmp.blue/characters/layla/talent-na;https://genshin.jmp.blue/characters/layla/talent-passive-0;https://genshin.jmp.blue/characters/layla/talent-passive-1;https://genshin.jmp.blue/characters/layla/talent-passive-2;https://genshin.jmp.blue/characters/layla/talent-skill
Lisa;Witch of Purple Rose;Electro;Catalyst;Female;Mondstadt;Knights of Favonius;The languid but knowledgeable Librarian of the Knights of Favonius who was deemed by Sumeru Academia to be their most distinguished graduate in the past two centuries.;https://genshin.jmp.blue/characters/lisa/constellation;4;https://genshin.jmp.blue/characters/lisa/card;https://genshin.jmp.blue/characters/lisa/constellation-1;https://genshin.jmp.blue/characters/lisa/constellation-2;https://genshin.jmp.blue/characters/lisa/constellation-3;https://genshin.jmp.blue/characters/lisa/constellation-4;https://genshin.jmp.blue/characters/lisa/constellation-5;https://genshin.jmp.blue/characters/lisa/constellation-6;https://genshin.jmp.blue/characters/lisa/gacha-card;https://genshin.jmp.blue/characters/lisa/gacha-splash;https://genshin.jmp.blue/characters/lisa/icon;https://genshin.jmp.blue/characters/lisa/icon-big;https://genshin.jmp.blue/characters/lisa/icon-side;https://genshin.jmp.blue/characters/lisa/portrait;https://genshin.jmp.blue/characters/lisa/talent-burst;https://genshin.jmp.blue/characters/lisa/talent-na;https://genshin.jmp.blue/characters/lisa/talent-passive-0;https://genshin.jmp.blue/characters/lisa/talent-passive-1;https://genshin.jmp.blue/characters/lisa/talent-passive-2;https://genshin.jmp.blue/characters/lisa/talent-skill
Lynette;Elegance in the Shadows;Anemo;Sword;Female;Fontaine;Hotel Bouffes d'ete;A magic assistant of few words, her emotions are as inscrutable as any cat's.;https://genshin.jmp.blue/characters/lynette/constellation;4;https://genshin.jmp.blue/characters/lynette/card;https://genshin.jmp.blue/characters/lynette/constellation-1;https://genshin.jmp.blue/characters/lynette/constellation-2;https://genshin.jmp.blue/characters/lynette/constellation-3;https://genshin.jmp.blue/characters/lynette/constellation-4;https://genshin.jmp.blue/characters/lynette/constellation-5;https://genshin.jmp.blue/characters/lynette/constellation-6;https://genshin.jmp.blue/characters/lynette/gacha-card;https://genshin.jmp.blue/characters/lynette/gacha-splash;https://genshin.jmp.blue/characters/lynette/icon;https://genshin.jmp.blue/characters/lynette/icon-big;https://genshin.jmp.blue/characters/lynette/icon-side;https://genshin.jmp.blue/characters/lynette/portrait;https://genshin.jmp.blue/characters/lynette/talent-burst;https://genshin.jmp.blue/characters/lynette/talent-na;https://genshin.jmp.blue/characters/lynette/talent-passive-0;https://genshin.jmp.blue/characters/lynette/talent-passive-1;https://genshin.jmp.blue/characters/lynette/talent-passive-2;https://genshin.jmp.blue/characters/lynette/talent-skill
Lyney;Spectacle of Phantasmagoria;Pyro;Bow;Male;Fontaine;Hotel Bouffes d'ete;A famed Fontainian magician who possesses great stage presence as well as gift of the gab. Audiences are enthralled by his exquisite skills, and they hang on to his every clever word.;https://genshin.jmp.blue/characters/lyney/constellation;5;https://genshin.jmp.blue/characters/lyney/card;https://genshin.jmp.blue/characters/lyney/constellation-1;https://genshin.jmp.blue/characters/lyney/constellation-2;https://genshin.jmp.blue/characters/lyney/constellation-3;https://genshin.jmp.blue/characters/lyney/constellation-4;https://genshin.jmp.blue/characters/lyney/constellation-5;https://genshin.jmp.blue/characters/lyney/constellation-6;https://genshin.jmp.blue/characters/lyney/gacha-card;https://genshin.jmp.blue/characters/lyney/gacha-splash;https://genshin.jmp.blue/characters/lyney/icon;https://genshin.jmp.blue/characters/lyney/icon-big;https://genshin.jmp.blue/characters/lyney/icon-side;https://genshin.jmp.blue/characters/lyney/portrait;https://genshin.jmp.blue/characters/lyney/talent-burst;https://genshin.jmp.blue/characters/lyney/talent-na;https://genshin.jmp.blue/characters/lyney/talent-passive-0;https://genshin.jmp.blue/characters/lyney/talent-passive-1;https://genshin.jmp.blue/characters/lyney/talent-passive-2;https://genshin.jmp.blue/characters/lyney/talent-skill
Mika;Coordinates of Clear Frost;Cryo;Polearm;Male;Mondstadt;Knights of Favonius;A young knight born to an ordinary family. He serves as a Front-Line Surveyor in his Company. He is a low-key and cautious character.;https://genshin.jmp.blue/characters/mika/constellation;4;https://genshin.jmp.blue/characters/mika/card;https://genshin.jmp.blue/characters/mika/constellation-1;https://genshin.jmp.blue/characters/mika/constellation-2;https://genshin.jmp.blue/characters/mika/constellation-3;https://genshin.jmp.blue/characters/mika/constellation-4;https://genshin.jmp.blue/characters/mika/constellation-5;https://genshin.jmp.blue/characters/mika/constellation-6;https://genshin.jmp.blue/characters/mika/gacha-card;https://genshin.jmp.blue/characters/mika/gacha-splash;https://genshin.jmp.blue/characters/mika/icon;https://genshin.jmp.blue/characters/mika/icon-big;https://genshin.jmp.blue/characters/mika/icon-side;https://genshin.jmp.blue/characters/mika/portrait;https://genshin.jmp.blue/characters/mika/talent-burst;https://genshin.jmp.blue/characters/mika/talent-na;https://genshin.jmp.blue/characters/mika/talent-passive-0;https://genshin.jmp.blue/characters/mika/talent-passive-1;https://genshin.jmp.blue/characters/mika/talent-passive-2;https://genshin.jmp.blue/characters/mika/talent-skill
